item_desc|corp_item_brand_name|pim_item_class_desc|pim_item_sub_class_desc|state|flavor|pim_tasting_notes
JIM BEAM BBN 4YR 80 3PK W/COKE COP|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 W/HOL HB GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BLACK 8YR 86 10/12PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK 8YR DBL AGED 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Displays noticeable hints of distinctive aromas and characteristic flavors.
JIM BEAM BBN SB(PARAMOUR BAR)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK EXT AGED RYD 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN BLACK 7Y 90 PET 10P|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN BONDED 100|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||On the nose this bourbon presents oaky notes with a background of vanilla and caramel. It is medium bodied with a balanced flavor of oak spices.
JIM BEAM BBN SB(CRU)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK EX AGED W/2 GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||.
JIM BEAM BOURBON 80 W/ASTROS GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK EX AGED 86 10P|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN SB(HAKEMY)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN DIST MAST SHERRY 100|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SB(GOODY)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN DOUBLE OAK W/CANISTER|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Bold intense bourbon
JIM BEAM BBN BLACK EX AGED W/2 GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Expect a deep nose with a mix of caramel, oak, cinnamon and vanilla. This Jim Beam is full-bodied, well-balanced and quite flavorful.
JIM BEAM BBN REPEAL BATCH LT ED 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Char and caramelized tones enhanced with light sweetness
JIM BEAM AST(BH/KNC/JBB)W/GB 6/3P|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN W/100ML JB VAN|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BBN W/50ML BEAM HONEY(6/6|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN W/50ML BEAM MAPLE(6/6|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN WINTER RSV 6YR 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK 7YR 90 PET|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BL EX AGED86W/2JBGLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SIGN CRAFT WH OAT 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 W/EAR BUDS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN BLACK W/HIGHBALL MUG|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BOURBON 80 225TH ANNIV|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN W/50ML BEAM FIRE|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
JIM BEAM BBN BONDED 100(OL)|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||On the nose this bourbon presents oaky notes with a background of vanilla and caramel. It is medium bodied with a balanced flavor of oak spices.
JIM BEAM BBN DEVILS CUT 90 12/10PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||We use a proprietary process that extracts the rich bourbon trapped inside the barrel wood. When ready, we then blend this liquid with extra-aged bourbon and bottle it at 90 proof for robust, premium bourbon with deep color, aroma, and character.
JIM BEAM BBN DEVILS CUT 90 10/12PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||We use a proprietary process that extracts the rich bourbon trapped inside the barrel wood. When ready, we then blend this liquid with extra-aged bourbon and bottle it at 90 proof for robust, premium bourbon with deep color, aroma, and character.
JIM BEAM BBN W/2-50ML JB BLK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN SIGN CRAFT BRN RICE90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK 8YR DBL AGED 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Our premium, 86 proof bourbon whiskey spends years longer being aged in our American White Oak barrels than our original Jim Beam. It is those extra years of aging that give Jim Beam Black its ful bodied flavor with notes of smooth caramel and warm oak. A ful bodied bourbon with an extra level of elegance and refinement that is meant to be sipped and savored.
JIM BEAM BBN SB(TOWN HEARTH)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN DOUBLE OAK W/WH STONE|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||This bourbon has rich notes of caramel and vanilla with hints of toasted wood. The palate showcases intense caramel and toffee flavors with a distinctive spiced oakiness.
JIM BEAM BBN BLACK EX AGED W/4CST|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||.
JIM BEAM BBN W/SH GL&BEER GL|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN 4Y80 W/HOL W/HB GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK 8YR 12/10PK(OL)|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN 80 REPLICA|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BOURBON 80 12/10PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BBN BLACK 7YR 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||.
JIM BEAM BBN DEVILS CUT 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied with intense oak and vanilla notes
JIM BEAM BBN 80 W/2 REPLICA GLASS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BBN SINGLE BARREL 95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Every bottle of Jim Beam Single Barrel bourbon represents individuality. There are aromas of rich oaky vanilla with a light spiciness. On the palate there is well-balanced attributes of oak, vanilla, and caramel.
JIM BEAM BBN BLACK 7YR 90 W/RCKGLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 ASTROS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLK DBLAGE W/GR MITT|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Displays noticeable hints of distinctive aromas and characteristic flavors.
JIM BEAM BBN BLACK EX AGED 86 GB|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BOURBON 80 10/12PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN BLACK EXTRA AGED 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Jim Beam Black is a premium bourbon with a more flavorful character, made to be sipped and savored. It has full-bodied flavor with smooth caramel and warm oak notes. This extra-aged bourbon has a balanced, rich and flavorful character with a deep mix of oak, cinnamon and vanilla aromas.
JIM BEAM ASST(BBN80/HONEY/FIRE)4/6|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SINGLE BRL 95 W/2GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 REPLICA|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BBN 4YR 80 W/50ML DEVIL C|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLK EXT AGED86W/HBGLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN W/100ML VANILLA|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN DOUBLE OAK 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||This bourbon has rich notes of caramel and vanilla with hints of toasted wood. The palate showcases intense caramel and toffee flavors with a distinctive spiced oakiness.
JIM BEAM RYE 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||Spicy and warm with a bit of a black pepper bite which gives way to vanilla and oak undertones
JIM BEAM RYE 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||The is rye has the aroma of bespoke of rye spiciness, with rich oaky smokiness. It also has the flavor of spicy yet sweet, caramelized brown-notes.
JIM BEAM RYE 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||
JIM BEAM RYE 90(OL)|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||Sample Pack 100ml Effen Cosmo -Cruzan Mai Tai - larios aviation - Knob Creek Old Fashioned - Hornitos Margarita - Tres Gen Jal Pineapple Margarita
JIM BEAM RYE 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||Sample Pack 100ml Effen Cosmo -Cruzan Mai Tai - larios aviation - Knob Creek Old Fashioned - Hornitos Margarita - Tres Gen Jal Pineapple Margarita
JIM BEAM RYE 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT RYE WHISKEY|TX||Spicy and warm with a bit of a black pepper bite which gives way to vanilla and oak undertones
JIM BEAM JACOBS GHOST WHITE WSKY80|JIM BEAM|WHISKEY-AMERICAN|WHITE WHISKEY|TX||
JIM BEAM JACOBS GHOST WHITE WSKY80|JIM BEAM|WHISKEY-AMERICAN|WHITE WHISKEY|TX||This is lighter than traditional whiskey and more flavorful than other clear spirits. It has aromas of light vanilla with soft barrel-aged notes. On the palate it has hues of whiskey with a sweet flavor and hints of vanilla.
JIM BEAM JACOBS GHOST W/3-50ML DEK|JIM BEAM|WHISKEY-AMERICAN|WHITE WHISKEY|TX||
JIM BEAM CANDY CANE(M/H/F/W)30/4PK|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
JIM BEAM AST(B/B/H/F/R/A/M/V)6/12P|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||
PEATED MALTS OF DISTINCTION 6/4PK|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||
JIM BEAM ASST(KC100/JBBEA/BH)6/3P|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||
BEAM AST(1E-JB BLK/BH/KC100)6/3PK|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||
JIM BEAM CANDY CANE 30/4PK|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
BEAM SM BTCH VAP BAK/BHY/BOOK/KNC|JIM BEAM BRANDS CO|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||
KIEPERSOL JIMMYS BBN BLEND SRS4Y84|JIMMY'S|WHISKEY-AMERICAN|BLENDED BOURBON|TX||Simple and sweet with notes of cr me br l e, vanilla, and butterscotch with no burn.
KIEPERSOL JIMMYS BBN 90|JIMMY'S|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The cult spirit Jimmy's 100 debuts as a special blend crafted not only by our distiller at Kiepersol, but the Jimmy's connoisseurs themselves. A gathering of the expert palates happens once a year in the barrel room. The camaraderie, a chance to taste multiple barrels and create unique blends culminates in a vote to choose a winning blend. It is truly less than 30 bourbon drinkers that help create the finishing touches of this impeccably fine Texas-made bourbon.
KIEPERSOL JIMMYS BBN 100|JIMMY'S|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The cult spirit Jimmy's 100 debuts as a special blend crafted not only by our distiller at Kiepersol, but the Jimmy's connoisseurs themselves. A gathering of the expert palates happens once a year in the barrel room. The camaraderie, a chance to taste multiple barrels and create unique blends culminates in a vote to choose a winning blend. It is truly less than 30 bourbon drinkers that help create the finishing touches of this impeccably fine Texas-made bourbon.
JIU GUI 116|JIU GUI (DHI)|SPIRITS-OTHER|BAIJIU|TX||
JIU GUI XIANG QUAN 108|JIU GUI (DHI)|SPIRITS-OTHER|BAIJIU|TX||
JOHN BARR SCOTCH GOLD 80|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHN BARR SCOTCH SELECT 80|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||On the palate, this is smooth, light and easy-sipping, leading with vanilla and caramel, plus gentle peat smoke floating into a baking spice finish.
JOHN BARR SCOTCH RSV 80 6/10PK|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||The John Barr reserve blend is characterized by rich aromas of chocolate, baked sweet apple and freshly baked bread, followed by notes of ripe apricot, gingerbread and hazelnuts on the palate; and a lingering maple finish.
JOHN BARR SCOTCH RED FINEST 80|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHN BARR SCOTCH BLACK 86|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||Characterized by rich aromas of chocolate, baked sweet apple, and freshly baked bread, followed by notes of ripe apricot, gingerbread, and hazelnuts on the palate, and a lingering maple finish.
JOHN BARR SCOTCH RED FINEST 80|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||This spirit is golden amber in color and exhibits grain alcohol, toasted grain, wood shavings, malt, fruit and fish, soap, aniseed, toffee and unidentified spice notes on the nose. Subtle hints of sweet grains, pepper, green oak, nut casks, malt, alcohol, industrial honey, and licorice.
JOHN BARR SCOTCH RSV 80 5/12PK|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||The John Barr reserve blend is characterized by rich aromas of chocolate, baked sweet apple and freshly baked bread, followed by notes of ripe apricot, gingerbread and hazelnuts on the palate; and a lingering maple finish.
JOHN BARR SCOTCH RSV 80|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||The John Barr reserve blend is characterized by rich aromas of chocolate, baked sweet apple and freshly baked bread, followed by notes of ripe apricot, gingerbread and hazelnuts on the palate; and a lingering maple finish.
JOHN BARR SCOTCH SPECIAL RSV 86|JOHN BARR|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHN BEGG SCOTCH 80 PET|JOHN BEGG|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHN DALY CKTL PEACH TEA&LEMONAD30|JOHN DALY|COCKTAILS|COCKTAILS-OTHER|TX|PEACH|
JOHN DALY CKTL RASP TEA&LEMONADE30|JOHN DALY|COCKTAILS|COCKTAILS-OTHER|TX|RASPBERRY|
JOHN DALY CKTL SWT TEA&LEMONADE 30|JOHN DALY|COCKTAILS|COCKTAILS-OTHER|TX|TEA-SWEET|
DEKUYPER CRAVE CHOC MINT 30|JOHN DEKUYPER & SONS|LIQUEUR|CHOCOLATE LIQUEUR|TX|MINT|
DEKUYPER CRAVE CHOC CHILI 30|JOHN DEKUYPER & SONS|LIQUEUR|CHOCOLATE LIQUEUR|TX|CHILI PEPPER|From its sweet start to the hint of heat in its finish, Crave's Chocolate Chili variety is perfect for when you want an unexpected twist. There's sweet chocolate with subtle caramel and vanilla notes, followed by the tingly warmth of chili peppers.
DEKUYPER CRAVE CHOC CHERRY 30|JOHN DEKUYPER & SONS|LIQUEUR|CHOCOLATE LIQUEUR|TX|CHERRY|
DEKUYPER CRAVE CHOC TRUFFLE 30|JOHN DEKUYPER & SONS|LIQUEUR|CHOCOLATE LIQUEUR|TX|CHOCOLATE|
JOHN DEKUYPER ROUGE 33|JOHN DEKUYPER & SONS|LIQUEUR|FRUIT LIQUEUR|TX|RASPBERRY|
JOHN DEKUYPER PECHE 70|JOHN DEKUYPER & SONS|LIQUEUR|FRUIT LIQUEUR|TX|PEACH|John Dekuyper Peche 70 is a globally-loved liquer that hails from The U.S.A., where it's been artfully distilled and aged for generations.
JOHN DEKUYPER PECHE 70|JOHN DEKUYPER & SONS|LIQUEUR|FRUIT LIQUEUR|TX|PEACH|
JOHN E FITZGERALD BBN SPEC RSV 90|JOHN E. FITZGERALD|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
BOWMAN JOHN J BBN SINGLE BRL 100|JOHN J. BOWMAN|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||It tastes like baking chocolate, baked bread, oak, vanilla, and green apple, and hints of toffee lead the way. A light tingling of ethanol is present. The aromas aren't too strong, but mild, subtle and pleasant to the senses.
JOHN WALKER SCO ODYSSEY 80|JOHN WALKER & SONS|WHISKY-SCOTCH|BLENDED MALT SCOTCH|TX||This elegant whisky has a deep and distinctive russet-red hue that hints at the rich tannins to come. With the first sip, toffee and honey emerge followed by cooked berries, roast walnuts and top notes of delicate citrus. The finish is sublime - an impeccable, rich smokiness that seems to linger forever.
JOHN WALKER SCO PRV COLL 93.6(2014|JOHN WALKER & SONS|WHISKY-SCOTCH|BLENDED SCOTCH|TX||A study in flavor, it is a supremely sophisticated expression of the smokiness of three of Scotland's most celebrated whisky regions: bold and peaty Islay smoke, fresh maritime Island smoke and sweet, subtle Highland smoke.
JOHNNIE WALKER SCO KING GEO V86LNR|JOHN WALKER & SONS|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHNNIE WALKER BICENTARY 28YR 92|JOHN WALKER & SONS|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHN WALKER SCO PRV COLL 93.6(2015|JOHN WALKER & SONS|WHISKY-SCOTCH|BLENDED SCOTCH|TX||A study in flavor, it is a supremely sophisticated expression of the smokiness of three of Scotland's most celebrated whisky regions: bold and peaty Islay smoke, fresh maritime Island smoke and sweet, subtle Highland smoke.
JOHNNIE BLONDE 80|JOHNNIE BLOND|WHISKY-SCOTCH|BLENDED SCOTCH|TX||
JOHNNIE BLONDE 80 PET 10/12P|JOHNNIE BLOND|WHISKY-SCOTCH|BLENDED SCOTCH|TX||Taste: Creamy, balanced, and smooth with sweet, woody vanilla spice flavors Finish: A soft finish with gentle lingering spice
JOHNNIE WALKER COLL(B/G/P/B)6/4PK|JOHNNIE WALKER|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX||Distilled in coal-fired copper pot stills, filtered over loose charcoal and stored in lined tanks, our vodka offers a crisp, unique flavor and strong finish.
